district,year,month,season,crime_count
11,2019,10,4,88
12,2019,10,4,51
14,2019,10,4,44
15,2019,10,4,36
16,2019,10,4,44
17,2019,10,4,36
18,2019,10,4,65
19,2019,10,4,45
20,2019,10,4,23
22,2019,10,4,34
24,2019,10,4,40
25,2019,10,4,60
1,2019,11,4,60
2,2019,11,4,49
3,2019,11,4,41
4,2019,11,4,62
5,2019,11,4,43
6,2019,11,4,63
7,2019,11,4,55
8,2019,11,4,82
9,2019,11,4,46
10,2019,11,4,50
11,2019,11,4,72
12,2019,11,4,56
14,2019,11,4,26
15,2019,11,4,40
16,2019,11,4,35
17,2019,11,4,21
18,2019,11,4,58
19,2019,11,4,45
20,2019,11,4,10
22,2019,11,4,39
24,2019,11,4,29
25,2019,11,4,42
1,2019,12,1,78
2,2019,12,1,29
3,2019,12,1,55
4,2019,12,1,55
5,2019,12,1,40
6,2019,12,1,52
7,2019,12,1,63
8,2019,12,1,59
9,2019,12,1,41
10,2019,12,1,47
11,2019,12,1,67
12,2019,12,1,62
14,2019,12,1,26
15,2019,12,1,40
16,2019,12,1,22
17,2019,12,1,27
18,2019,12,1,69
19,2019,12,1,51
20,2019,12,1,20
22,2019,12,1,37
24,2019,12,1,42
25,2019,12,1,50
1,2020,1,1,61
2,2020,1,1,33
3,2020,1,1,56
4,2020,1,1,69
5,2020,1,1,36
6,2020,1,1,79
7,2020,1,1,59
8,2020,1,1,75
9,2020,1,1,41
10,2020,1,1,59
11,2020,1,1,82
12,2020,1,1,56
14,2020,1,1,32
15,2020,1,1,33
16,2020,1,1,27
17,2020,1,1,24
18,2020,1,1,48
19,2020,1,1,48
20,2020,1,1,15
22,2020,1,1,26
24,2020,1,1,24
25,2020,1,1,55
1,2020,2,1,44
2,2020,2,1,31
3,2020,2,1,46
4,2020,2,1,49
5,2020,2,1,48
6,2020,2,1,64
7,2020,2,1,43
8,2020,2,1,50
9,2020,2,1,45
10,2020,2,1,52
11,2020,2,1,63
12,2020,2,1,45
14,2020,2,1,41
15,2020,2,1,27
16,2020,2,1,28
17,2020,2,1,17
18,2020,2,1,45
19,2020,2,1,41
20,2020,2,1,10
22,2020,2,1,32
24,2020,2,1,37
25,2020,2,1,40
1,2020,3,2,46
2,2020,3,2,33
3,2020,3,2,46
4,2020,3,2,54
5,2020,3,2,36
6,2020,3,2,59
7,2020,3,2,53
8,2020,3,2,48
9,2020,3,2,29
10,2020,3,2,44
11,2020,3,2,55
12,2020,3,2,49
14,2020,3,2,21
15,2020,3,2,34
16,2020,3,2,32
17,2020,3,2,22
18,2020,3,2,33
19,2020,3,2,27
20,2020,3,2,16
22,2020,3,2,28
24,2020,3,2,33
25,2020,3,2,47
1,2020,4,2,25
2,2020,4,2,26
3,2020,4,2,44
4,2020,4,2,34
5,2020,4,2,31
6,2020,4,2,47
7,2020,4,2,34
8,2020,4,2,46
9,2020,4,2,31
10,2020,4,2,34
11,2020,4,2,43
12,2020,4,2,24
14,2020,4,2,16
15,2020,4,2,32
16,2020,4,2,17
17,2020,4,2,21
18,2020,4,2,18
19,2020,4,2,28
20,2020,4,2,19
22,2020,4,2,17
24,2020,4,2,18
25,2020,4,2,33
1,2020,5,2,29
2,2020,5,2,36
3,2020,5,2,46
4,2020,5,2,53
5,2020,5,2,51
6,2020,5,2,62
7,2020,5,2,57
8,2020,5,2,62
9,2020,5,2,35
10,2020,5,2,42
11,2020,5,2,53
12,2020,5,2,40
14,2020,5,2,29
15,2020,5,2,37
16,2020,5,2,23
17,2020,5,2,21
18,2020,5,2,31
19,2020,5,2,34
20,2020,5,2,13
22,2020,5,2,29
24,2020,5,2,26
25,2020,5,2,63
1,2020,6,3,29
2,2020,6,3,38
3,2020,6,3,56
4,2020,6,3,49
5,2020,6,3,45
6,2020,6,3,61
7,2020,6,3,49
8,2020,6,3,50
9,2020,6,3,38
10,2020,6,3,35
11,2020,6,3,70
12,2020,6,3,43
14,2020,6,3,24
15,2020,6,3,42
16,2020,6,3,52
17,2020,6,3,23
18,2020,6,3,24
19,2020,6,3,41
20,2020,6,3,13
22,2020,6,3,26
24,2020,6,3,24
25,2020,6,3,48
1,2020,7,3,29
2,2020,7,3,37
3,2020,7,3,69
4,2020,7,3,60
5,2020,7,3,44
6,2020,7,3,51
7,2020,7,3,57
8,2020,7,3,66
9,2020,7,3,41
10,2020,7,3,60
11,2020,7,3,70
12,2020,7,3,51
14,2020,7,3,23
15,2020,7,3,53
16,2020,7,3,38
17,2020,7,3,22
18,2020,7,3,45
19,2020,7,3,43
20,2020,7,3,25
22,2020,7,3,37
24,2020,7,3,28
25,2020,7,3,44
1,2020,8,3,34
2,2020,8,3,48
3,2020,8,3,58
4,2020,8,3,69
5,2020,8,3,38
6,2020,8,3,59
7,2020,8,3,44
8,2020,8,3,64
9,2020,8,3,48
10,2020,8,3,44
11,2020,8,3,67
12,2020,8,3,51
14,2020,8,3,33
15,2020,8,3,36
16,2020,8,3,31
17,2020,8,3,42
18,2020,8,3,37
19,2020,8,3,55
20,2020,8,3,19
22,2020,8,3,31
24,2020,8,3,31
25,2020,8,3,62
1,2020,9,4,41
2,2020,9,4,33
3,2020,9,4,55
4,2020,9,4,61
5,2020,9,4,40
6,2020,9,4,70
7,2020,9,4,46
8,2020,9,4,56
9,2020,9,4,35
10,2020,9,4,45
11,2020,9,4,72
12,2020,9,4,51
14,2020,9,4,25
15,2020,9,4,43
16,2020,9,4,29
17,2020,9,4,23
18,2020,9,4,39
19,2020,9,4,48
20,2020,9,4,15
22,2020,9,4,31
24,2020,9,4,39
25,2020,9,4,56
1,2020,10,4,33
2,2020,10,4,59
3,2020,10,4,44
4,2020,10,4,47
5,2020,10,4,51
6,2020,10,4,59
7,2020,10,4,34
8,2020,10,4,54
9,2020,10,4,36
10,2020,10,4,42
11,2020,10,4,78
12,2020,10,4,32
14,2020,10,4,34
15,2020,10,4,46
16,2020,10,4,36
17,2020,10,4,26
18,2020,10,4,34
19,2020,10,4,50
20,2020,10,4,19
22,2020,10,4,23
24,2020,10,4,42
25,2020,10,4,49
1,2020,11,4,30
2,2020,11,4,49
3,2020,11,4,50
4,2020,11,4,39
5,2020,11,4,40
6,2020,11,4,56
7,2020,11,4,45
8,2020,11,4,54
9,2020,11,4,33
10,2020,11,4,38
11,2020,11,4,60
12,2020,11,4,44
14,2020,11,4,35
15,2020,11,4,32
16,2020,11,4,33
17,2020,11,4,21
18,2020,11,4,34
19,2020,11,4,32
20,2020,11,4,13
22,2020,11,4,30
24,2020,11,4,26
25,2020,11,4,43
1,2020,12,1,28
2,2020,12,1,36
3,2020,12,1,42
4,2020,12,1,58
5,2020,12,1,42
6,2020,12,1,38
7,2020,12,1,41
8,2020,12,1,46
9,2020,12,1,33
10,2020,12,1,36
11,2020,12,1,50
12,2020,12,1,41
14,2020,12,1,24
15,2020,12,1,32
16,2020,12,1,43
17,2020,12,1,22
18,2020,12,1,35
19,2020,12,1,36
20,2020,12,1,20
22,2020,12,1,40
24,2020,12,1,30
25,2020,12,1,44
1,2021,1,1,17
2,2021,1,1,44
3,2021,1,1,40
4,2021,1,1,42
5,2021,1,1,36
6,2021,1,1,54
7,2021,1,1,35
8,2021,1,1,59
9,2021,1,1,40
10,2021,1,1,49
11,2021,1,1,63
12,2021,1,1,45
14,2021,1,1,21
15,2021,1,1,23
16,2021,1,1,42
17,2021,1,1,22
18,2021,1,1,31
19,2021,1,1,46
20,2021,1,1,13
22,2021,1,1,31
24,2021,1,1,22
25,2021,1,1,43
1,2021,2,1,21
2,2021,2,1,26
3,2021,2,1,22
4,2021,2,1,36
5,2021,2,1,33
6,2021,2,1,44
7,2021,2,1,34
8,2021,2,1,46
9,2021,2,1,30
10,2021,2,1,39
11,2021,2,1,41
12,2021,2,1,28
14,2021,2,1,23
15,2021,2,1,22
16,2021,2,1,26
17,2021,2,1,17
18,2021,2,1,19
19,2021,2,1,28
20,2021,2,1,11
22,2021,2,1,28
24,2021,2,1,26
25,2021,2,1,31
1,2021,3,2,28
2,2021,3,2,33
3,2021,3,2,58
4,2021,3,2,43
5,2021,3,2,43
6,2021,3,2,62
7,2021,3,2,45
8,2021,3,2,50
9,2021,3,2,37
10,2021,3,2,42
11,2021,3,2,69
12,2021,3,2,38
14,2021,3,2,22
15,2021,3,2,36
16,2021,3,2,31
17,2021,3,2,27
18,2021,3,2,30
19,2021,3,2,27
20,2021,3,2,14
22,2021,3,2,31
24,2021,3,2,28
25,2021,3,2,51
1,2021,4,2,33
2,2021,4,2,32
3,2021,4,2,47
4,2021,4,2,47
5,2021,4,2,36
6,2021,4,2,53
7,2021,4,2,50
8,2021,4,2,49
9,2021,4,2,22
10,2021,4,2,29
11,2021,4,2,71
12,2021,4,2,27
14,2021,4,2,20
15,2021,4,2,51
16,2021,4,2,22
17,2021,4,2,27
18,2021,4,2,22
19,2021,4,2,19
20,2021,4,2,21
22,2021,4,2,26
24,2021,4,2,28
25,2021,4,2,42
1,2021,5,2,24
2,2021,5,2,43
3,2021,5,2,51
4,2021,5,2,60
5,2021,5,2,43
6,2021,5,2,65
7,2021,5,2,45
8,2021,5,2,63
9,2021,5,2,40
10,2021,5,2,50
11,2021,5,2,50
12,2021,5,2,48
14,2021,5,2,24
15,2021,5,2,36
16,2021,5,2,31
17,2021,5,2,20
18,2021,5,2,41
19,2021,5,2,33
20,2021,5,2,19
22,2021,5,2,27
24,2021,5,2,31
25,2021,5,2,51
1,2021,6,3,45
2,2021,6,3,49
3,2021,6,3,41
4,2021,6,3,57
5,2021,6,3,44
6,2021,6,3,56
7,2021,6,3,44
8,2021,6,3,53
9,2021,6,3,41
10,2021,6,3,46
11,2021,6,3,54
12,2021,6,3,48
14,2021,6,3,29
15,2021,6,3,39
16,2021,6,3,32
17,2021,6,3,28
18,2021,6,3,49
19,2021,6,3,35
20,2021,6,3,12
22,2021,6,3,28
24,2021,6,3,22
25,2021,6,3,55
1,2021,7,3,54
2,2021,7,3,27
3,2021,7,3,43
4,2021,7,3,62
5,2021,7,3,47
6,2021,7,3,67
7,2021,7,3,46
8,2021,7,3,59
9,2021,7,3,43
10,2021,7,3,38
11,2021,7,3,59
12,2021,7,3,58
14,2021,7,3,32
15,2021,7,3,38
16,2021,7,3,36
17,2021,7,3,30
18,2021,7,3,36
19,2021,7,3,42
20,2021,7,3,14
22,2021,7,3,37
24,2021,7,3,22
25,2021,7,3,53
1,2021,8,3,54
2,2021,8,3,43
3,2021,8,3,34
4,2021,8,3,56
5,2021,8,3,35
6,2021,8,3,62
7,2021,8,3,57
8,2021,8,3,60
9,2021,8,3,37
10,2021,8,3,35
11,2021,8,3,72
12,2021,8,3,40
14,2021,8,3,28
15,2021,8,3,44
16,2021,8,3,24
17,2021,8,3,22
18,2021,8,3,39
19,2021,8,3,35
20,2021,8,3,17
22,2021,8,3,30
24,2021,8,3,31
25,2021,8,3,38
1,2021,9,4,38
2,2021,9,4,35
3,2021,9,4,46
4,2021,9,4,63
5,2021,9,4,36
6,2021,9,4,60
7,2021,9,4,46
8,2021,9,4,57
9,2021,9,4,42
10,2021,9,4,50
11,2021,9,4,70
12,2021,9,4,61
14,2021,9,4,33
15,2021,9,4,35
16,2021,9,4,30
17,2021,9,4,30
18,2021,9,4,54
19,2021,9,4,47
20,2021,9,4,15
22,2021,9,4,37
24,2021,9,4,39
25,2021,9,4,51
1,2021,10,4,53
2,2021,10,4,44
3,2021,10,4,44
4,2021,10,4,48
5,2021,10,4,46
6,2021,10,4,46
7,2021,10,4,54
8,2021,10,4,58
9,2021,10,4,37
10,2021,10,4,53
11,2021,10,4,58
12,2021,10,4,62
14,2021,10,4,36
15,2021,10,4,39
16,2021,10,4,24
17,2021,10,4,35
18,2021,10,4,68
19,2021,10,4,42
20,2021,10,4,27
22,2021,10,4,23
24,2021,10,4,34
25,2021,10,4,39
1,2021,11,4,56
2,2021,11,4,47
3,2021,11,4,42
4,2021,11,4,51
5,2021,11,4,35
6,2021,11,4,66
7,2021,11,4,43
8,2021,11,4,61
9,2021,11,4,47
10,2021,11,4,25
11,2021,11,4,46
12,2021,11,4,56
14,2021,11,4,24
15,2021,11,4,34
16,2021,11,4,25
17,2021,11,4,33
18,2021,11,4,52
19,2021,11,4,39
20,2021,11,4,21
22,2021,11,4,25
24,2021,11,4,25
25,2021,11,4,51
1,2021,12,1,30
2,2021,12,1,41
3,2021,12,1,44
4,2021,12,1,51
5,2021,12,1,37
6,2021,12,1,61
7,2021,12,1,39
8,2021,12,1,67
9,2021,12,1,47
10,2021,12,1,53
11,2021,12,1,51
12,2021,12,1,46
14,2021,12,1,26
15,2021,12,1,32
16,2021,12,1,37
17,2021,12,1,24
18,2021,12,1,33
19,2021,12,1,45
20,2021,12,1,28
22,2021,12,1,22
24,2021,12,1,26
25,2021,12,1,52
1,2022,1,1,42
2,2022,1,1,36
3,2022,1,1,37
4,2022,1,1,44
5,2022,1,1,31
6,2022,1,1,48
7,2022,1,1,45
8,2022,1,1,57
9,2022,1,1,35
10,2022,1,1,28
11,2022,1,1,33
12,2022,1,1,37
14,2022,1,1,30
15,2022,1,1,28
16,2022,1,1,32
17,2022,1,1,22
18,2022,1,1,39
19,2022,1,1,30
20,2022,1,1,6
22,2022,1,1,33
24,2022,1,1,42
25,2022,1,1,37
1,2022,2,1,44
2,2022,2,1,31
3,2022,2,1,34
4,2022,2,1,41
5,2022,2,1,28
6,2022,2,1,52
7,2022,2,1,28
8,2022,2,1,35
9,2022,2,1,40
10,2022,2,1,34
11,2022,2,1,44
12,2022,2,1,49
14,2022,2,1,29
15,2022,2,1,32
16,2022,2,1,30
17,2022,2,1,32
18,2022,2,1,44
19,2022,2,1,45
20,2022,2,1,13
22,2022,2,1,25
24,2022,2,1,17
25,2022,2,1,54
1,2022,3,2,44
2,2022,3,2,48
3,2022,3,2,43
4,2022,3,2,57
5,2022,3,2,29
6,2022,3,2,55
7,2022,3,2,44
8,2022,3,2,51
9,2022,3,2,39
10,2022,3,2,35
11,2022,3,2,53
12,2022,3,2,63
14,2022,3,2,48
15,2022,3,2,31
16,2022,3,2,26
17,2022,3,2,21
18,2022,3,2,50
19,2022,3,2,49
20,2022,3,2,22
22,2022,3,2,34
24,2022,3,2,37
25,2022,3,2,35
1,2022,4,2,46
2,2022,4,2,43
3,2022,4,2,45
4,2022,4,2,49
5,2022,4,2,41
6,2022,4,2,63
7,2022,4,2,49
8,2022,4,2,61
9,2022,4,2,47
10,2022,4,2,25
11,2022,4,2,58
12,2022,4,2,43
14,2022,4,2,29
15,2022,4,2,24
16,2022,4,2,29
17,2022,4,2,27
18,2022,4,2,40
19,2022,4,2,37
20,2022,4,2,18
22,2022,4,2,25
24,2022,4,2,27
25,2022,4,2,41
1,2022,5,2,53
2,2022,5,2,53
3,2022,5,2,53
4,2022,5,2,58
5,2022,5,2,42
6,2022,5,2,62
7,2022,5,2,50
8,2022,5,2,64
9,2022,5,2,45
10,2022,5,2,42
11,2022,5,2,65
12,2022,5,2,71
14,2022,5,2,25
15,2022,5,2,38
16,2022,5,2,41
17,2022,5,2,30
18,2022,5,2,53
19,2022,5,2,37
20,2022,5,2,22
22,2022,5,2,26
24,2022,5,2,46
25,2022,5,2,48
1,2022,6,3,53
2,2022,6,3,65
3,2022,6,3,42
4,2022,6,3,60
5,2022,6,3,35
6,2022,6,3,57
7,2022,6,3,43
8,2022,6,3,61
9,2022,6,3,46
10,2022,6,3,40
11,2022,6,3,63
12,2022,6,3,84
14,2022,6,3,48
15,2022,6,3,37
16,2022,6,3,37
17,2022,6,3,34
18,2022,6,3,42
19,2022,6,3,76
20,2022,6,3,31
22,2022,6,3,32
24,2022,6,3,36
25,2022,6,3,35
1,2022,7,3,92
2,2022,7,3,50
3,2022,7,3,64
4,2022,7,3,60
5,2022,7,3,47
6,2022,7,3,54
7,2022,7,3,47
8,2022,7,3,62
9,2022,7,3,49
10,2022,7,3,40
11,2022,7,3,60
12,2022,7,3,62
14,2022,7,3,29
15,2022,7,3,40
16,2022,7,3,52
17,2022,7,3,20
18,2022,7,3,78
19,2022,7,3,57
20,2022,7,3,14
22,2022,7,3,35
24,2022,7,3,48
25,2022,7,3,39
1,2022,8,3,56
2,2022,8,3,51
3,2022,8,3,69
4,2022,8,3,75
5,2022,8,3,68
6,2022,8,3,65
7,2022,8,3,57
8,2022,8,3,54
9,2022,8,3,56
10,2022,8,3,47
11,2022,8,3,53
12,2022,8,3,63
14,2022,8,3,37
15,2022,8,3,49
16,2022,8,3,37
17,2022,8,3,31
18,2022,8,3,81
19,2022,8,3,58
20,2022,8,3,26
22,2022,8,3,46
24,2022,8,3,30
25,2022,8,3,58
1,2022,9,4,56
2,2022,9,4,50
3,2022,9,4,55
4,2022,9,4,70
5,2022,9,4,47
6,2022,9,4,69
7,2022,9,4,56
8,2022,9,4,72
9,2022,9,4,43
10,2022,9,4,52
11,2022,9,4,74
12,2022,9,4,71
14,2022,9,4,43
15,2022,9,4,55
16,2022,9,4,42
17,2022,9,4,27
18,2022,9,4,52
19,2022,9,4,58
20,2022,9,4,23
22,2022,9,4,35
24,2022,9,4,44
25,2022,9,4,76
1,2022,10,4,61
2,2022,10,4,55
3,2022,10,4,62
4,2022,10,4,75
5,2022,10,4,42
6,2022,10,4,68
7,2022,10,4,59
8,2022,10,4,72
9,2022,10,4,51
10,2022,10,4,41
11,2022,10,4,55
12,2022,10,4,65
14,2022,10,4,52
15,2022,10,4,39
16,2022,10,4,65
17,2022,10,4,29
18,2022,10,4,49
19,2022,10,4,53
20,2022,10,4,35
22,2022,10,4,36
24,2022,10,4,35
25,2022,10,4,53
1,2022,11,4,53
2,2022,11,4,63
3,2022,11,4,55
4,2022,11,4,55
5,2022,11,4,37
6,2022,11,4,69
7,2022,11,4,45
8,2022,11,4,75
9,2022,11,4,42
10,2022,11,4,27
11,2022,11,4,58
12,2022,11,4,62
14,2022,11,4,41
15,2022,11,4,33
16,2022,11,4,44
17,2022,11,4,25
18,2022,11,4,46
19,2022,11,4,50
20,2022,11,4,21
22,2022,11,4,26
24,2022,11,4,24
25,2022,11,4,55
1,2022,12,1,38
2,2022,12,1,52
3,2022,12,1,48
4,2022,12,1,75
5,2022,12,1,53
6,2022,12,1,64
7,2022,12,1,39
8,2022,12,1,63
9,2022,12,1,39
10,2022,12,1,44
11,2022,12,1,63
12,2022,12,1,75
14,2022,12,1,25
15,2022,12,1,40
16,2022,12,1,41
17,2022,12,1,39
18,2022,12,1,58
19,2022,12,1,60
20,2022,12,1,27
22,2022,12,1,28
24,2022,12,1,42
25,2022,12,1,43
1,2023,1,1,64
2,2023,1,1,58
3,2023,1,1,44
4,2023,1,1,67
5,2023,1,1,49
6,2023,1,1,65
7,2023,1,1,48
8,2023,1,1,62
9,2023,1,1,37
10,2023,1,1,33
11,2023,1,1,65
12,2023,1,1,67
14,2023,1,1,40
15,2023,1,1,37
16,2023,1,1,42
17,2023,1,1,34
18,2023,1,1,58
19,2023,1,1,55
20,2023,1,1,28
22,2023,1,1,35
24,2023,1,1,29
25,2023,1,1,43
31,2023,1,1,1
1,2023,2,1,41
2,2023,2,1,44
3,2023,2,1,48
4,2023,2,1,60
5,2023,2,1,43
6,2023,2,1,62
7,2023,2,1,39
8,2023,2,1,70
9,2023,2,1,50
10,2023,2,1,38
11,2023,2,1,41
12,2023,2,1,62
14,2023,2,1,29
15,2023,2,1,30
16,2023,2,1,31
17,2023,2,1,31
18,2023,2,1,53
19,2023,2,1,38
20,2023,2,1,20
22,2023,2,1,40
24,2023,2,1,33
25,2023,2,1,45
1,2023,3,2,62
2,2023,3,2,53
3,2023,3,2,59
4,2023,3,2,64
5,2023,3,2,33
6,2023,3,2,62
7,2023,3,2,57
8,2023,3,2,55
9,2023,3,2,58
10,2023,3,2,51
11,2023,3,2,59
12,2023,3,2,77
14,2023,3,2,28
15,2023,3,2,37
16,2023,3,2,46
17,2023,3,2,32
18,2023,3,2,63
19,2023,3,2,49
20,2023,3,2,9
22,2023,3,2,34
24,2023,3,2,29
25,2023,3,2,67
1,2023,4,2,54
2,2023,4,2,51
3,2023,4,2,65
4,2023,4,2,75
5,2023,4,2,45
6,2023,4,2,57
7,2023,4,2,44
8,2023,4,2,67
9,2023,4,2,44
10,2023,4,2,41
11,2023,4,2,61
12,2023,4,2,57
14,2023,4,2,44
15,2023,4,2,30
16,2023,4,2,41
17,2023,4,2,33
18,2023,4,2,53
19,2023,4,2,42
20,2023,4,2,20
22,2023,4,2,40
24,2023,4,2,41
25,2023,4,2,59
1,2023,5,2,52
2,2023,5,2,73
3,2023,5,2,66
4,2023,5,2,65
5,2023,5,2,54
6,2023,5,2,85
7,2023,5,2,51
8,2023,5,2,81
9,2023,5,2,62
10,2023,5,2,38
11,2023,5,2,66
12,2023,5,2,72
14,2023,5,2,37
15,2023,5,2,48
16,2023,5,2,42
17,2023,5,2,26
18,2023,5,2,53
19,2023,5,2,53
20,2023,5,2,20
22,2023,5,2,35
24,2023,5,2,48
25,2023,5,2,58
1,2023,6,3,71
2,2023,6,3,68
3,2023,6,3,59
4,2023,6,3,83
5,2023,6,3,47
6,2023,6,3,68
7,2023,6,3,49
8,2023,6,3,72
9,2023,6,3,57
10,2023,6,3,56
11,2023,6,3,68
12,2023,6,3,91
14,2023,6,3,42
15,2023,6,3,36
16,2023,6,3,43
17,2023,6,3,27
18,2023,6,3,53
19,2023,6,3,65
20,2023,6,3,25
22,2023,6,3,42
24,2023,6,3,42
25,2023,6,3,51
1,2023,7,3,60
2,2023,7,3,67
3,2023,7,3,58
4,2023,7,3,74
5,2023,7,3,58
6,2023,7,3,68
7,2023,7,3,55
8,2023,7,3,88
9,2023,7,3,55
10,2023,7,3,53
11,2023,7,3,72
12,2023,7,3,76
14,2023,7,3,40
15,2023,7,3,29
16,2023,7,3,42
17,2023,7,3,26
18,2023,7,3,64
19,2023,7,3,53
20,2023,7,3,30
22,2023,7,3,36
24,2023,7,3,38
25,2023,7,3,55
1,2023,8,3,81
2,2023,8,3,84
3,2023,8,3,79
4,2023,8,3,68
5,2023,8,3,43
6,2023,8,3,69
7,2023,8,3,45
8,2023,8,3,73
9,2023,8,3,66
10,2023,8,3,50
11,2023,8,3,55
12,2023,8,3,84
14,2023,8,3,44
15,2023,8,3,36
16,2023,8,3,57
17,2023,8,3,34
18,2023,8,3,69
19,2023,8,3,67
20,2023,8,3,21
22,2023,8,3,33
24,2023,8,3,55
25,2023,8,3,69
1,2023,9,4,75
2,2023,9,4,67
3,2023,9,4,53
4,2023,9,4,61
5,2023,9,4,50
6,2023,9,4,72
7,2023,9,4,44
8,2023,9,4,74
9,2023,9,4,66
10,2023,9,4,59
11,2023,9,4,53
12,2023,9,4,63
14,2023,9,4,46
15,2023,9,4,32
16,2023,9,4,31
17,2023,9,4,38
18,2023,9,4,69
19,2023,9,4,61
20,2023,9,4,27
22,2023,9,4,35
24,2023,9,4,44
25,2023,9,4,56
1,2023,10,4,60
2,2023,10,4,53
3,2023,10,4,60
4,2023,10,4,71
5,2023,10,4,52
6,2023,10,4,69
7,2023,10,4,41
8,2023,10,4,73
9,2023,10,4,41
10,2023,10,4,52
11,2023,10,4,47
12,2023,10,4,74
14,2023,10,4,44
15,2023,10,4,27
16,2023,10,4,42
17,2023,10,4,41
18,2023,10,4,67
19,2023,10,4,65
20,2023,10,4,29
22,2023,10,4,27
24,2023,10,4,38
25,2023,10,4,63
1,2023,11,4,63
2,2023,11,4,52
3,2023,11,4,47
4,2023,11,4,62
5,2023,11,4,45
6,2023,11,4,55
7,2023,11,4,27
8,2023,11,4,66
9,2023,11,4,39
10,2023,11,4,43
11,2023,11,4,59
12,2023,11,4,67
14,2023,11,4,40
15,2023,11,4,35
16,2023,11,4,38
17,2023,11,4,38
18,2023,11,4,47
19,2023,11,4,53
20,2023,11,4,19
22,2023,11,4,32
24,2023,11,4,36
25,2023,11,4,42
1,2023,12,1,56
2,2023,12,1,48
3,2023,12,1,47
4,2023,12,1,61
5,2023,12,1,34
6,2023,12,1,57
7,2023,12,1,45
8,2023,12,1,67
9,2023,12,1,59
10,2023,12,1,48
11,2023,12,1,44
12,2023,12,1,67
14,2023,12,1,39
15,2023,12,1,26
16,2023,12,1,33
17,2023,12,1,38
18,2023,12,1,50
19,2023,12,1,44
20,2023,12,1,21
22,2023,12,1,36
24,2023,12,1,44
25,2023,12,1,70
